departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Brazzaville,15.421,-3.753,Congo (Kinshasa),Johannesburg,28.41,-25.566,South Africa,1,2793
Houston,-94.903,30.64,United States,Lagos,3.535,6.962,Nigeria,1,10412
Maun,23.718,-19.955,Botswana,Johannesburg,28.41,-25.566,South Africa,1,787
Maun,23.718,-19.955,Botswana,Gaberone,26.53,-24.259,Botswana,1,559
Maun,23.718,-19.955,Botswana,Kasane,25.27,-17.722,Botswana,1,297
Lusaka,28.754,-14.885,Zambia,Gaberone,26.53,-24.259,Botswana,1,1067
Johannesburg,28.41,-25.566,South Africa,Maun,23.718,-19.955,Botswana,1,787
Johannesburg,28.41,-25.566,South Africa,Francistown,27.79,-20.6,Botswana,1,555
Johannesburg,28.41,-25.566,South Africa,Kasane,25.27,-17.722,Botswana,1,930
Harare,31.154,-17.887,Zimbabwe,Gaberone,26.53,-24.259,Botswana,1,855
Gaberone,26.53,-24.259,Botswana,Maun,23.718,-19.955,Botswana,1,559
Gaberone,26.53,-24.259,Botswana,Lusaka,28.754,-14.885,Zambia,1,1067
Gaberone,26.53,-24.259,Botswana,Francistown,27.79,-20.6,Botswana,1,426
Gaberone,26.53,-24.259,Botswana,Kasane,25.27,-17.722,Botswana,1,738
Francistown,27.79,-20.6,Botswana,Johannesburg,28.41,-25.566,South Africa,1,555
Francistown,27.79,-20.6,Botswana,Gaberone,26.53,-24.259,Botswana,1,426
Kasane,25.27,-17.722,Botswana,Maun,23.718,-19.955,Botswana,1,297
Kasane,25.27,-17.722,Botswana,Johannesburg,28.41,-25.566,South Africa,1,930
Kasane,25.27,-17.722,Botswana,Gaberone,26.53,-24.259,Botswana,1,738
London,-0.103,51.795,United Kingdom,Freetown,-12.66,9.027,Sierra Leone,1,4891
Beirut,35.813,34.368,Lebanon,Khartoum,32.921,15.982,Sudan,1,2064
London,-0.103,51.795,United Kingdom,Lusaka,28.754,-14.885,Zambia,1,7921
London,-0.103,51.795,United Kingdom,Entebbe,32.739,0.07,Uganda,1,6519
London,-0.103,51.795,United Kingdom,Dar Es Salaam,39.337,-6.797,Tanzania,1,7515
Rome,12.417,42.34,Italy,Tripoli,13.265,33.105,Libya,1,1029
Rome,12.417,42.34,Italy,Lagos,3.535,6.962,Nigeria,1,4029
Montreal,-73.569,45.784,Canada,Casablanca,-7.317,33.612,Morocco,1,5660
Dakhla,-15.887,24.197,Western Sahara,Marrakech,-7.394,32.011,Morocco,1,1202
Dakhla,-15.887,24.197,Western Sahara,El Aaiún,-12.699,27.252,Western Sahara,1,466
Dakhla,-15.887,24.197,Western Sahara,Casablanca,-7.317,33.612,Morocco,1,1337
Dakhla,-15.887,24.197,Western Sahara,Agadir,-9.244,30.635,Morocco,1,970
Berlin,13.479,52.932,Germany,Casablanca,-7.317,33.612,Morocco,1,2708
Tan Tan,-10.603,28.746,Morocco,Casablanca,-7.317,33.612,Morocco,1,624
Torino,8.082,45.334,Italy,Casablanca,-7.317,33.612,Morocco,1,1850
Tanger,-5.862,36.211,Morocco,Casablanca,-7.317,33.612,Morocco,1,317
Tripoli,13.265,33.105,Libya,Casablanca,-7.317,33.612,Morocco,1,1909
Strasbourg,8.047,48.897,France,Casablanca,-7.317,33.612,Morocco,1,2121
Moscow,38.51,55.681,Russia,Casablanca,-7.317,33.612,Morocco,1,4262
Malabo,9.181,4.258,Equatorial Guinea,Casablanca,-7.317,33.612,Morocco,1,3684
Monrovia,-9.938,6.389,Liberia,Casablanca,-7.317,33.612,Morocco,1,3039
Marrakech,-7.394,32.011,Morocco,Dakhla,-15.887,24.197,Western Sahara,1,1202
Marrakech,-7.394,32.011,Morocco,Casablanca,-7.317,33.612,Morocco,1,178
Pointe-noire,12.477,-4.694,Congo (Brazzaville),Casablanca,-7.317,33.612,Morocco,1,4740
Ouarzazate,-6.85,31.565,Morocco,Casablanca,-7.317,33.612,Morocco,1,231
Bissau,-15.423,12.491,Guinea-Bissau,Casablanca,-7.317,33.612,Morocco,1,2488
Oujda,-1.874,35.311,Morocco,Casablanca,-7.317,33.612,Morocco,1,533
Ouagadougou,-1.188,12.588,Burkina Faso,Casablanca,-7.317,33.612,Morocco,1,2418
Paris,2.916,49.021,France,Ouarzazate,-6.85,31.565,Morocco,1,2106
Paris,2.916,49.021,France,Essadouira,-9.47,31.662,Morocco,1,2190
Nantes,-1.352,47.255,France,Casablanca,-7.317,33.612,Morocco,1,1597
Nantes,-1.352,47.255,France,Agadir,-9.244,30.635,Morocco,1,1967
Yaounde,11.922,4.204,Cameroon,Casablanca,-7.317,33.612,Morocco,1,3829
Niamey,2.306,13.802,Niger,Casablanca,-7.317,33.612,Morocco,1,2407
Nice,7.359,44.097,France,Marrakech,-7.394,32.011,Morocco,1,1858
Nice,7.359,44.097,France,Casablanca,-7.317,33.612,Morocco,1,1719
Munich,12.31,48.589,Germany,Marrakech,-7.394,32.011,Morocco,1,2473
Marseille,5.356,43.725,France,Oujda,-1.874,35.311,Morocco,1,1121
Lagos,3.535,6.962,Nigeria,Casablanca,-7.317,33.612,Morocco,1,3166
London,-0.103,51.795,United Kingdom,Tanger,-5.862,36.211,Morocco,1,1791
Lome,1.424,6.276,Togo,Casablanca,-7.317,33.612,Morocco,1,3170
Libreville,9.687,0.764,Gabon,Luanda,13.385,-8.764,Angola,1,1135
Libreville,9.687,0.764,Gabon,Casablanca,-7.317,33.612,Morocco,1,4060
Luanda,13.385,-8.764,Angola,Libreville,9.687,0.764,Gabon,1,1135
Geneva,6.181,46.396,Switzerland,Casablanca,-7.317,33.612,Morocco,1,1822
Freetown,-12.66,9.027,Sierra Leone,Casablanca,-7.317,33.612,Morocco,1,2787
Kinshasa,15.74,-3.977,Congo (Kinshasa),Casablanca,-7.317,33.612,Morocco,1,4830
Fez,-4.964,34.545,Morocco,Casablanca,-7.317,33.612,Morocco,1,240
El Aaiún,-12.699,27.252,Western Sahara,Dakhla,-15.887,24.197,Western Sahara,1,466
El Aaiún,-12.699,27.252,Western Sahara,Casablanca,-7.317,33.612,Morocco,1,875
Douala,10.199,4.01,Cameroon,Casablanca,-7.317,33.612,Morocco,1,3758
Dakar,-17.151,15.232,Senegal,Casablanca,-7.317,33.612,Morocco,1,2270
Cotonou,2.64,6.595,Benin,Casablanca,-7.317,33.612,Morocco,1,3174
Casablanca,-7.317,33.612,Morocco,Dakhla,-15.887,24.197,Western Sahara,1,1337
Casablanca,-7.317,33.612,Morocco,Tan Tan,-10.603,28.746,Morocco,1,624
Casablanca,-7.317,33.612,Morocco,Tanger,-5.862,36.211,Morocco,1,317
Casablanca,-7.317,33.612,Morocco,Tripoli,13.265,33.105,Libya,1,1909
Casablanca,-7.317,33.612,Morocco,Malabo,9.181,4.258,Equatorial Guinea,1,3684
Casablanca,-7.317,33.612,Morocco,Monrovia,-9.938,6.389,Liberia,1,3039
Casablanca,-7.317,33.612,Morocco,Marrakech,-7.394,32.011,Morocco,1,178
Casablanca,-7.317,33.612,Morocco,Ouarzazate,-6.85,31.565,Morocco,1,231
Casablanca,-7.317,33.612,Morocco,Oujda,-1.874,35.311,Morocco,1,533
Casablanca,-7.317,33.612,Morocco,Ouagadougou,-1.188,12.588,Burkina Faso,1,2418
Casablanca,-7.317,33.612,Morocco,Yaounde,11.922,4.204,Cameroon,1,3829
Casablanca,-7.317,33.612,Morocco,Niamey,2.306,13.802,Niger,1,2407
Casablanca,-7.317,33.612,Morocco,Lagos,3.535,6.962,Nigeria,1,3166
Casablanca,-7.317,33.612,Morocco,Lome,1.424,6.276,Togo,1,3170
Casablanca,-7.317,33.612,Morocco,Libreville,9.687,0.764,Gabon,1,4060
Casablanca,-7.317,33.612,Morocco,Freetown,-12.66,9.027,Sierra Leone,1,2787
Casablanca,-7.317,33.612,Morocco,Fez,-4.964,34.545,Morocco,1,240
Casablanca,-7.317,33.612,Morocco,El Aaiún,-12.699,27.252,Western Sahara,1,875
Casablanca,-7.317,33.612,Morocco,Douala,10.199,4.01,Cameroon,1,3758
Casablanca,-7.317,33.612,Morocco,Dakar,-17.151,15.232,Senegal,1,2270
Casablanca,-7.317,33.612,Morocco,Cotonou,2.64,6.595,Benin,1,3174
Casablanca,-7.317,33.612,Morocco,Conakry,-13.354,9.961,Guinea,1,2701
Casablanca,-7.317,33.612,Morocco,Bamako,-7.917,12.889,Mali,1,2305
Casablanca,-7.317,33.612,Morocco,Banjul,-16.421,13.563,Gambia,1,2411
Casablanca,-7.317,33.612,Morocco,Agadir,-9.244,30.635,Morocco,1,377
Casablanca,-7.317,33.612,Morocco,Accra,0.388,6.008,Ghana,1,3170
Casablanca,-7.317,33.612,Morocco,Abidjan,-3.878,5.435,Cote d'Ivoire,1,3153
Conakry,-13.354,9.961,Guinea,Casablanca,-7.317,33.612,Morocco,1,2701
Brazzaville,15.421,-3.753,Congo (Kinshasa),Casablanca,-7.317,33.612,Morocco,1,4792
Brussels,4.807,51.502,Belgium,Marrakech,-7.394,32.011,Morocco,1,2384
Bamako,-7.917,12.889,Mali,Casablanca,-7.317,33.612,Morocco,1,2305
Banjul,-16.421,13.563,Gambia,Bissau,-15.423,12.491,Guinea-Bissau,1,160
Banjul,-16.421,13.563,Gambia,Casablanca,-7.317,33.612,Morocco,1,2411
Beirut,35.813,34.368,Lebanon,Casablanca,-7.317,33.612,Morocco,1,3946
Amsterdam,5.273,52.514,Netherlands,Casablanca,-7.317,33.612,Morocco,1,2329
Amsterdam,5.273,52.514,Netherlands,Al Hociema,-3.733,35.295,Morocco,1,2042
Al Hociema,-3.733,35.295,Morocco,Oujda,-1.874,35.311,Morocco,1,168
Agadir,-9.244,30.635,Morocco,Dakhla,-15.887,24.197,Western Sahara,1,970
Agadir,-9.244,30.635,Morocco,Casablanca,-7.317,33.612,Morocco,1,377
Accra,0.388,6.008,Ghana,Casablanca,-7.317,33.612,Morocco,1,3170
Abidjan,-3.878,5.435,Cote d'Ivoire,Casablanca,-7.317,33.612,Morocco,1,3153
Montreal,-73.569,45.784,Canada,Algier,3.359,37.151,Algeria,1,6231
Illizi,9.037,27.205,Algeria,Ghardaia,4.323,32.64,Algeria,1,755
Timimoun,0.46,29.395,Algeria,Algier,3.359,37.151,Algeria,1,903
Tamanrasset,5.751,23.352,Algeria,Djanet,9.754,24.487,Algeria,1,425
Tamanrasset,5.751,23.352,Algeria,Algier,3.359,37.151,Algeria,1,1551
Tlemcen,-1.084,35.027,Algeria,Algier,3.359,37.151,Algeria,1,463
Tindouf,-7.612,28.167,Algeria,Oran,-0.369,36.039,Algeria,1,1108
Tindouf,-7.612,28.167,Algeria,Constantine,7.033,36.46,Algeria,1,1653
Tindouf,-7.612,28.167,Algeria,Béchar,-1.784,32.076,Algeria,1,709
Tindouf,-7.612,28.167,Algeria,Algier,3.359,37.151,Algeria,1,1430
Tiaret,1.771,35.568,Algeria,Algier,3.359,37.151,Algeria,1,226
Tebessa,8.201,35.719,Algeria,Algier,3.359,37.151,Algeria,1,461
Moscow,38.51,55.681,Russia,Algier,3.359,37.151,Algeria,1,3333
Setif,5.54,36.296,Algeria,Algier,3.359,37.151,Algeria,1,216
Palma de Mallorca,3.212,39.922,Spain,Algier,3.359,37.151,Algeria,1,308
Beijing,116.974,40.133,China,Algier,3.359,37.151,Algeria,1,9079
Ouagadougou,-1.188,12.588,Burkina Faso,Algier,3.359,37.151,Algeria,1,2768
Oran,-0.369,36.039,Algeria,Tindouf,-7.612,28.167,Algeria,1,1108
Oran,-0.369,36.039,Algeria,Constantine,7.033,36.46,Algeria,1,665
Oran,-0.369,36.039,Algeria,Algier,3.359,37.151,Algeria,1,355
Oran,-0.369,36.039,Algeria,Annaba,8.348,37.37,Algeria,1,790
Nouakschott,-15.914,18.163,Mauritania,Algier,3.359,37.151,Algeria,1,2827
Niamey,2.306,13.802,Niger,Algier,3.359,37.151,Algeria,1,2598
Nice,7.359,44.097,France,Constantine,7.033,36.46,Algeria,1,849
Nice,7.359,44.097,France,Algier,3.359,37.151,Algeria,1,842
Milano,9.213,46.051,Italy,Algier,3.359,37.151,Algeria,1,1102
Marseille,5.356,43.725,France,Batna,6.514,36.253,Algeria,1,836
Lyon,5.151,46.21,France,Biskra,6.23,35.322,Algeria,1,1214
Lyon,5.151,46.21,France,Batna,6.514,36.253,Algeria,1,1112
Lyon,5.151,46.21,France,Bejaja,5.116,37.186,Algeria,1,1003
Lyon,5.151,46.21,France,Annaba,8.348,37.37,Algeria,1,1017
Laghouat,3.547,34.273,Algeria,Algier,3.359,37.151,Algeria,1,320
Zarzaitine,10.071,28.085,Algeria,Algier,3.359,37.151,Algeria,1,1187
Hassi-messaoud,6.234,32.121,Algeria,Algier,3.359,37.151,Algeria,1,617
Geneva,6.181,46.396,Switzerland,Algier,3.359,37.151,Algeria,1,1054
Jijel,6.456,37.325,Algeria,Algier,3.359,37.151,Algeria,1,274
Ghardaia,4.323,32.64,Algeria,Illizi,9.037,27.205,Algeria,1,755
Ghardaia,4.323,32.64,Algeria,Algier,3.359,37.151,Algeria,1,509
Metz,6.418,49.636,France,Algier,3.359,37.151,Algeria,1,1409
Dubai,55.607,25.421,United Arab Emirates,Algier,3.359,37.151,Algeria,1,5067
Dakar,-17.151,15.232,Senegal,Algier,3.359,37.151,Algeria,1,3167
Djanet,9.754,24.487,Algeria,Algier,3.359,37.151,Algeria,1,1533
Constantine,7.033,36.46,Algeria,Tindouf,-7.612,28.167,Algeria,1,1653
Constantine,7.033,36.46,Algeria,Oran,-0.369,36.039,Algeria,1,665
Constantine,7.033,36.46,Algeria,Béchar,-1.784,32.076,Algeria,1,944
Constantine,7.033,36.46,Algeria,Algier,3.359,37.151,Algeria,1,335
Béchar,-1.784,32.076,Algeria,Tindouf,-7.612,28.167,Algeria,1,709
Béchar,-1.784,32.076,Algeria,Constantine,7.033,36.46,Algeria,1,944
Béchar,-1.784,32.076,Algeria,Algier,3.359,37.151,Algeria,1,734
Biskra,6.23,35.322,Algeria,Algier,3.359,37.151,Algeria,1,328
Brussels,4.807,51.502,Belgium,Algier,3.359,37.151,Algeria,1,1599
Bordeaux,-0.526,45.38,France,Algier,3.359,37.151,Algeria,1,970
Bordj Badji Mokhtar,1.539,21.625,Algeria,Adrar,0.355,28.395,Algeria,1,762
Batna,6.514,36.253,Algeria,Algier,3.359,37.151,Algeria,1,298
Bamako,-7.917,12.889,Mali,Algier,3.359,37.151,Algeria,1,2921
Bejaja,5.116,37.186,Algeria,Algier,3.359,37.151,Algeria,1,155
Beirut,35.813,34.368,Lebanon,Algier,3.359,37.151,Algeria,1,2930
Barcelona,2.13,41.495,Spain,Oran,-0.369,36.039,Algeria,1,644
Adrar,0.355,28.395,Algeria,Bordj Badji Mokhtar,1.539,21.625,Algeria,1,762
Adrar,0.355,28.395,Algeria,Algier,3.359,37.151,Algeria,1,1013
Amman,36.655,32.204,Jordan,Algier,3.359,37.151,Algeria,1,3077
Algier,3.359,37.151,Algeria,Timimoun,0.46,29.395,Algeria,1,903
Algier,3.359,37.151,Algeria,Tamanrasset,5.751,23.352,Algeria,1,1551
Algier,3.359,37.151,Algeria,Tlemcen,-1.084,35.027,Algeria,1,463
Algier,3.359,37.151,Algeria,Tindouf,-7.612,28.167,Algeria,1,1430
Algier,3.359,37.151,Algeria,Tebessa,8.201,35.719,Algeria,1,461
Algier,3.359,37.151,Algeria,Setif,5.54,36.296,Algeria,1,216
Algier,3.359,37.151,Algeria,Ouagadougou,-1.188,12.588,Burkina Faso,1,2768
Algier,3.359,37.151,Algeria,Oran,-0.369,36.039,Algeria,1,355
Algier,3.359,37.151,Algeria,Ouargla,5.687,32.528,Algeria,1,556
Algier,3.359,37.151,Algeria,Nouakschott,-15.914,18.163,Mauritania,1,2827
Algier,3.359,37.151,Algeria,Niamey,2.306,13.802,Niger,1,2598
Algier,3.359,37.151,Algeria,Laghouat,3.547,34.273,Algeria,1,320
Algier,3.359,37.151,Algeria,Zarzaitine,10.071,28.085,Algeria,1,1187
Algier,3.359,37.151,Algeria,Hassi-messaoud,6.234,32.121,Algeria,1,617
Algier,3.359,37.151,Algeria,Jijel,6.456,37.325,Algeria,1,274
Algier,3.359,37.151,Algeria,Ghardaia,4.323,32.64,Algeria,1,509
Algier,3.359,37.151,Algeria,Dakar,-17.151,15.232,Senegal,1,3167
Algier,3.359,37.151,Algeria,Constantine,7.033,36.46,Algeria,1,335
Algier,3.359,37.151,Algeria,Béchar,-1.784,32.076,Algeria,1,734
Algier,3.359,37.151,Algeria,Biskra,6.23,35.322,Algeria,1,328
Algier,3.359,37.151,Algeria,Batna,6.514,36.253,Algeria,1,298
Algier,3.359,37.151,Algeria,Bamako,-7.917,12.889,Mali,1,2921
Algier,3.359,37.151,Algeria,Bejaja,5.116,37.186,Algeria,1,155
Algier,3.359,37.151,Algeria,Adrar,0.355,28.395,Algeria,1,1013
Algier,3.359,37.151,Algeria,Annaba,8.348,37.37,Algeria,1,442
Annaba,8.348,37.37,Algeria,Oran,-0.369,36.039,Algeria,1,790
Annaba,8.348,37.37,Algeria,Algier,3.359,37.151,Algeria,1,442
Monrovia,-9.938,6.389,Liberia,Conakry,-13.354,9.961,Guinea,1,546
Nouakschott,-15.914,18.163,Mauritania,Conakry,-13.354,9.961,Guinea,1,952
Jeddah,39.26,22.132,Saudi Arabia,Djibouti,43.265,11.912,Djibouti,1,1213
Freetown,-12.66,9.027,Sierra Leone,Conakry,-13.354,9.961,Guinea,1,128
Conakry,-13.354,9.961,Guinea,Monrovia,-9.938,6.389,Liberia,1,546
Conakry,-13.354,9.961,Guinea,Nouakschott,-15.914,18.163,Mauritania,1,952
Conakry,-13.354,9.961,Guinea,Freetown,-12.66,9.027,Sierra Leone,1,128
Paris,2.916,49.021,France,Malabo,9.181,4.258,Equatorial Guinea,1,5012
Paris,2.916,49.021,France,Nouakschott,-15.914,18.163,Mauritania,1,3825
Paris,2.916,49.021,France,N'djamena,15.056,12.222,Chad,1,4241
Paris,2.916,49.021,France,Lagos,3.535,6.962,Nigeria,1,4677
Paris,2.916,49.021,France,Lome,1.424,6.276,Togo,1,4755
Paris,2.916,49.021,France,Libreville,9.687,0.764,Gabon,1,5404
Paris,2.916,49.021,France,Cape Town,19.002,-33.942,South Africa,1,9361
Paris,2.916,49.021,France,Cotonou,2.64,6.595,Benin,1,4717
Paris,2.916,49.021,France,Conakry,-13.354,9.961,Guinea,1,4598
Paris,2.916,49.021,France,Bangui,18.864,4.664,Central African Republic,1,5157
Berlin,13.479,52.932,Germany,Luxor,33.177,26.118,Egypt,1,3401
Berlin,13.479,52.932,Germany,Hurghada,34.332,27.297,Egypt,1,3330
Stuttgart,9.369,49.149,Germany,Hurghada,34.332,27.297,Egypt,1,3234
Paderborn,9.027,52.023,Germany,Hurghada,34.332,27.297,Egypt,1,3463
Nuernberg,11.111,49.831,Germany,Sharm El Sheikh,34.658,28.628,Egypt,1,3083
Nuernberg,11.111,49.831,Germany,Marsa Alam,34.972,25.928,Egypt,1,3353
Nuernberg,11.111,49.831,Germany,Enfidha,10.731,36.126,Tunisia,1,1524
Nuernberg,11.111,49.831,Germany,Luxor,33.177,26.118,Egypt,1,3243
Nuernberg,11.111,49.831,Germany,Hurghada,34.332,27.297,Egypt,1,3190
Nuernberg,11.111,49.831,Germany,Djerba,11.292,34.458,Tunisia,1,1709
Nuernberg,11.111,49.831,Germany,Agadir,-9.244,30.635,Morocco,1,2727
Munich,12.31,48.589,Germany,Windhoek,17.77,-22.145,Namibia,1,7884
Munich,12.31,48.589,Germany,Mombasa,39.99,-3.392,Kenya,1,6370
Munich,12.31,48.589,Germany,Luxor,33.177,26.118,Egypt,1,3083
Leipzig,12.402,51.72,Germany,Luxor,33.177,26.118,Egypt,1,3340
Leipzig,12.402,51.72,Germany,Hurghada,34.332,27.297,Egypt,1,3276
Hannover,10.141,52.768,Germany,Luxor,33.177,26.118,Egypt,1,3529
Duesseldorf,7.277,51.482,Germany,Sharm El Sheikh,34.658,28.628,Egypt,1,3408
Duesseldorf,7.277,51.482,Germany,Marsa Alam,34.972,25.928,Egypt,1,3677
Duesseldorf,7.277,51.482,Germany,Mombasa,39.99,-3.392,Kenya,1,6841
Duesseldorf,7.277,51.482,Germany,Luxor,33.177,26.118,Egypt,1,3565
Dresden,14.278,51.221,Germany,Hurghada,34.332,27.297,Egypt,1,3148
Cologne,7.237,51.443,Germany,Luxor,33.177,26.118,Egypt,1,3564
Cologne,7.237,51.443,Germany,Hurghada,34.332,27.297,Egypt,1,3513
N'djamena,15.056,12.222,Chad,Khartoum,32.921,15.982,Sudan,1,1970
N'djamena,15.056,12.222,Chad,Bangui,18.864,4.664,Central African Republic,1,938
N'djamena,15.056,12.222,Chad,Abeche,21.407,14.411,Chad,1,728
Bangui,18.864,4.664,Central African Republic,N'djamena,15.056,12.222,Chad,1,938
Abeche,21.407,14.411,Chad,N'djamena,15.056,12.222,Chad,1,728
Toulouse,1.606,44.048,France,Agadir,-9.244,30.635,Morocco,1,1769
Marseille,5.356,43.725,France,Agadir,-9.244,30.635,Morocco,1,1941
Lille,3.149,50.936,France,Marrakech,-7.394,32.011,Morocco,1,2274
Charleroi,4.756,50.765,Belgium,Casablanca,-7.317,33.612,Morocco,1,2144
Bordeaux,-0.526,45.38,France,Agadir,-9.244,30.635,Morocco,1,1806
Brest,-4.031,48.746,France,Marrakech,-7.394,32.011,Morocco,1,1882
Mpumalanga,31.176,-24.972,South Africa,Vilankulu,35.522,-21.365,Mozambique,1,598
Mogadishu,45.507,2.024,Somalia,Hargeisa,44.147,9.863,Somalia,1,884
Djibouti,43.265,11.912,Djibouti,Mogadishu,45.507,2.024,Somalia,1,1126
Djibouti,43.265,11.912,Djibouti,Hargeisa,44.147,9.863,Somalia,1,247
Hargeisa,44.147,9.863,Somalia,Mogadishu,45.507,2.024,Somalia,1,884
Hargeisa,44.147,9.863,Somalia,Djibouti,43.265,11.912,Djibouti,1,247
Hargeisa,44.147,9.863,Somalia,Bosaso,49.249,11.458,Somalia,1,585
Galcaio,47.757,7.301,Somalia,Bosaso,49.249,11.458,Somalia,1,490
Galcaio,47.757,7.301,Somalia,Berbera,45.568,10.648,Somalia,1,443
Bosaso,49.249,11.458,Somalia,Berbera,45.568,10.648,Somalia,1,411
Berbera,45.568,10.648,Somalia,Djibouti,43.265,11.912,Djibouti,1,287
Berbera,45.568,10.648,Somalia,Galcaio,47.757,7.301,Somalia,1,443
Zanzibar,39.374,-5.704,Tanzania,Arusha,37.055,-2.947,Tanzania,1,400
Nairobi,37.545,-0.866,Kenya,Ukunda,39.952,-3.829,Kenya,1,424
Nairobi,37.545,-0.866,Kenya,Amboseli National Park,37.421,-2.409,Kenya,1,172
Nanyuki,37.055,0.555,Kenya,Nairobi,37.545,-0.866,Kenya,1,167
Nairobi,37.545,-0.866,Kenya,Lamu,41.521,-1.755,Kenya,1,452
Nairobi,37.545,-0.866,Kenya,Kitale,35.597,1.619,Kenya,1,351
Malindi,40.169,-2.716,Kenya,Lamu,41.521,-1.755,Kenya,1,184
Mombasa,39.99,-3.392,Kenya,Ukunda,39.952,-3.829,Kenya,1,48
Mombasa,39.99,-3.392,Kenya,Malindi,40.169,-2.716,Kenya,1,77
Mombasa,39.99,-3.392,Kenya,Lamu,41.521,-1.755,Kenya,1,249
Lodwar,36.014,3.203,Kenya,Kitale,35.597,1.619,Kenya,1,182
Lamu,41.521,-1.755,Kenya,Malindi,40.169,-2.716,Kenya,1,184
Kitale,35.597,1.619,Kenya,Nairobi,37.545,-0.866,Kenya,1,351
Kitale,35.597,1.619,Kenya,Lodwar,36.014,3.203,Kenya,1,182
Kisumu,35.214,0.523,Kenya,Eldoret,35.398,0.674,Kenya,1,26
Amboseli National Park,37.421,-2.409,Kenya,Nairobi,37.545,-0.866,Kenya,1,172
Arusha,37.055,-2.947,Tanzania,Zanzibar,39.374,-5.704,Tanzania,1,400
Zurich,8.915,47.774,Switzerland,Luxor,33.177,26.118,Egypt,1,3204
Basel-Mulhouse-Freiburg,7.881,47.983,Switzerland,Sharm El Sheikh,34.658,28.628,Egypt,1,3146
Basel-Mulhouse-Freiburg,7.881,47.983,Switzerland,Marsa Alam,34.972,25.928,Egypt,1,3402
Basel-Mulhouse-Freiburg,7.881,47.983,Switzerland,Hurghada,34.332,27.297,Egypt,1,3242
Tel-aviv,35.477,32.018,Israel,Cairo,31.675,30.203,Egypt,1,414
Treviso,12.324,46.08,Italy,Casablanca,-7.317,33.612,Morocco,1,2165
Montpellier,4.605,43.96,France,Tanger,-5.862,36.211,Morocco,1,1237
Montpellier,4.605,43.96,France,Casablanca,-7.317,33.612,Morocco,1,1543
Levaldigi,8.038,44.911,Italy,Casablanca,-7.317,33.612,Morocco,1,1817
Bergamo,10.173,46.123,Italy,Casablanca,-7.317,33.612,Morocco,1,2031
Ouagadougou,-1.188,12.588,Burkina Faso,Dakar,-17.151,15.232,Senegal,1,1747
Ouagadougou,-1.188,12.588,Burkina Faso,Bobo-dioulasso,-3.885,11.266,Burkina Faso,1,328
Ouagadougou,-1.188,12.588,Burkina Faso,Accra,0.388,6.008,Ghana,1,751
Dakar,-17.151,15.232,Senegal,Ouagadougou,-1.188,12.588,Burkina Faso,1,1747
Bobo-dioulasso,-3.885,11.266,Burkina Faso,Ouagadougou,-1.188,12.588,Burkina Faso,1,328
Bobo-dioulasso,-3.885,11.266,Burkina Faso,Abidjan,-3.878,5.435,Cote d'Ivoire,1,648
Accra,0.388,6.008,Ghana,Ouagadougou,-1.188,12.588,Burkina Faso,1,751
Abidjan,-3.878,5.435,Cote d'Ivoire,Bobo-dioulasso,-3.885,11.266,Burkina Faso,1,648
